"Data Source","World Development Indicators",

"Last Updated Date","2025-12-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Cameroon","CMR","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3771.17174166138","3563.57004583405","3165.11336143642","3191.55304527244","3199.83345544191","3132.33999768582","3080.85988245274","3262.08746168033","3293.92322720321","3408.39143728567","3455.46348578117","3417.54450604524","3460.12647785677","3683.35915499731","3902.51220978358","3958.30381232762","4076.81876760953","4069.56095452381","4056.75550529798","4128.6167505029","4136.18750798495","4153.78175144415","4250.05557352004","4388.67575108837","4488.48433311858","4573.31338227674","4644.05298222464","4673.6522008636","4752.23161617984","4753.99257270656","4594.0727897232","4715.73937106399","4799.08358632154","4800.51815353441","4776.17502339118",
"Congo, Dem. Rep.","COD","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","774.692527580222","749.651598120785","736.545200147495","712.765410933979","647.772474144641","630.321578064804","561.715263584922","530.509277660702","526.273861676254","567.445782726216","589.328338212151","599.871897553146","620.748368363958","663.019893162898","618.954044312515","650.322477222787","711.119021141311","771.501009666831","837.722215120684","864.210444034132","888.566362141131","897.332986986989","887.076117717002","1021.5167523115","1080.40323936771","993.723333699788","1059.65505738962","1266.37130091874","1347.00292582057","2172.89418195802","2366.06396799477",
"Congo, Rep.","COG","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6006.117238684","6130.18461025836","6134.97569789676","5200.50545911496","5019.58716444802","2971.59328271291","3462.56924715376","3938.63239889153","3227.04372034011","2741.64207983549","5455.89993748586","5158.43343919033","5948.67389321491","4211.68724447195","6231.53712752607","7539.48801319152","8606.96956247978","7375.64007439896","9217.36075001534","7793.431399616","10585.2118774402","10674.6681505592","12235.8468823736","11696.8922616622","11683.4958094731","9086.53775470593","7084.70902710088","6272.42207266834","7328.83249300989","6453.48762784186","5156.76905189081","5565.87747226461","6642.81652309485","6179.09575375705","",
"Colombia","COL","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9236.88974261101","9343.30015320923","9324.71570041289","9520.8817185955","10262.8726342519","10601.9123969876","10569.4097672013","10749.4901877448","10507.5132868658","10058.165439193","9972.3956947683","9798.53500620662","9897.74984905392","10057.4714606018","10535.2110043961","10910.2315348658","11529.6847754355","12240.7579968433","12826.464407519","12863.6676669572","13505.5791164269","14486.8895758754","15070.197929246","15778.4775694916","16289.8758286946","16329.7743038806","16445.1180407852","16564.1801022054","16742.2498932874","16989.233371808","15464.4432116202","17225.9676087712","18314.8219654266","18386.7174152222","18663.3528780714",
"Comoros","COM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2357.3191013093","2177.42398186612","2337.05825930715","2353.33149072163","2184.3339264751","2226.78887533794","2156.98059534046","2204.96918228808","2191.51882872426","2197.57430697458","2390.72398831692","2398.88236847316","2394.45692187869","2396.49712249918","2394.35040847354","2414.63822224866","2430.27169501264","2427.89513240504","2420.59140921022","2622.30291571905","2561.52105036534","2762.95925797516","2889.56789331203","3075.82535976289","3164.49589314157","3170.1832430918","3185.57139444426","3258.24614581775","3307.70321788","3397.34744185061","3366.23754532997","3465.75970667032","3434.28677316788","3502.49108166183","3554.22701083097",
"Cabo Verde","CPV","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8053.68548806985","8966.83741863227","8966.22337464604","6438.74798333936","6623.22632917335","6634.69238692383","6780.90084616391","6750.81944861953","6961.26441378106","7427.56350342809","7721.39679468311","8266.19992711205","8906.97004829657","7072.86619353401","7579.20243154642","8615.18786438844","9221.36097656125","10015.0443171859",
"Costa Rica","CRI","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11973.928112561","12866.6632279648","13615.8820397169","14111.3243841942","14289.5748012098","13840.7850207156","14352.5181983178","13918.0166476947","13700.0252390629","13666.1683068324","13878.0038778143","13996.0092341871","14341.0931294302","14662.3172499615","14966.4177746016","15829.2851430046","16735.5318357161","17085.9734689092","16990.4780038741","17808.3114847916","18235.7026603542","19029.0648246748","19188.6497393138","19650.3508094973","20470.2853071453","21316.4398330548","21691.0049566502","21910.9313008039","22169.8000551977","21157.5065408734","22320.3287860564","22516.8368223783","23745.7871456299","24652.65374815",
"Caribbean small states","CSS","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25455.971809432","","","",
"Cayman Islands","CYM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57128.4704817094","","","",
"Cyprus","CYP","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27250.958984375","27319.61328125","28647.685546875","28198.42578125","29052.1171875","29372.779296875","29345.5625","29430.939453125","33918.53515625","32420.779296875","32985.71484375","34931.20703125","35952.53515625","37539.15234375","38491.7734375","39352.01171875","40130.2109375","41072.02734375","43365.2890625","42022.58203125","41262.70703125","41780.6875","38506.1953125","35824.68359375","35056.69140625","37622.6875","38982.00390625","41131.74609375","42814.5546875","43960.03125","40978.42578125","44463.15234375","47494.50390625","47082.56640625","47253.25",
"Czechia","CZE","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25337.0958105991","26740.2294104532","26693.2858025874","27260.8649740609","27518.5698424899","28252.6454126269","29386.1071111883","30226.3598003861","31358.2584806997","32568.2548623157","34151.0033850874","35212.7991779973","37087.2574205986","37516.4834297675","35589.9662185182","35660.3729133683","35760.4590224732","35996.5225643813","36296.2534073431","37321.3090333897","38855.8416614024","39933.203293286","41958.8279578352","43192.6700892238","44401.3566896729","42810.5355734935","46397.1801409687","45261.4146593426","46413.7086819405","",
"Germany","DEU","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38978.6192312684","40169.8858649415","41059.8297720812","40557.1775169527","41297.7525430654","45978.2818909078","46342.7212826873","46885.8342938798","47928.6059928697","48951.2033904991","49771.4197494152","50436.8834063366","50254.9116685043","50165.1754995935","51503.5504868801","51850.9212112751","54058.6172407409","55607.0312426193","55588.3992867474","53973.4020857383","55810.2241027908","58783.678131628","58850.2778766457","59005.9558022181","60105.479489754","61041.509498017","62799.796138493","63855.798566332","65027.0462388092","65504.1828998606","62421.4159046943","64644.7584960713","64348.2863383543","64936.9126747422","65408.3978267378",
"Djibouti","DJI","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4378.00866176691","4592.4279583577","4854.7201132104","5029.20827080265","5135.64004044778","5283.69791783518","5618.94172927728","5593.25686249609","5854.10600977132","6144.47106971369","6546.80454125292","6708.3145555238",
"Dominica","DMA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15823.1205251188","","","",
"Denmark","DNK","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39493.7689042323","39742.5136473642","40917.7052384198","40954.2905996438","42985.9637137275","46487.4773083285","47689.7487786098","49104.0313159058","50144.6983479747","51536.6628617069","52929.4671793386","53620.7389272908","53937.8404114544","54289.2760405862","56413.6799192726","58525.027421144","60620.4090821819","60336.2463333946","60680.0039332047","57096.6638764269","58989.9660018079","59293.9422073031","59364.1404929966","60764.411872661","61921.6615856939","62691.8855092413","63622.66211713","65027.5897795008","66074.9375514659","67054.1297492628","66721.0691171077","72467.5460674831","73677.6891560002","69729.5064561638","72119.6409650804",
"Dominican Republic","DOM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6822.37143792459","7045.35457535681","7609.45625171996","7978.1444012516","8201.51400698904","8538.87300185401","8901.42968514267","9616.90838942977","10194.7910979448","10518.4063089518","10666.6436795095","10886.6999616843","11099.1808893595","10496.2627206085","10611.5263008888","11533.4358680539","12432.2729008441","13219.0918246353","13269.1030911222","13653.4648761525","14507.5045061022","14493.3738236378","14751.3854920256","15146.2373185973","16039.9003874507","17504.8046975715","18635.3694767325","18977.3332960162","20039.6999420299","20828.5892102076","19178.8479577001","20958.234627322","21983.5957507097","22794.4415767099","23475.5796880476",
"Algeria","DZA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9771.91940882507","9503.3736094038","9136.34597109302","8472.89030081448","8185.42341721465","8182.84962001219","8622.80721377301","8793.64964855325","8465.93341427638","8902.94791657621","11301.3364708117","10868.2322535039","11035.8556233281","12065.0514218743","12930.268251953","14480.6999639346","15610.6519683814","15945.8224714122","16587.118362891","13952.522951061","15594.2220010637","16082.6838071663","16491.4662924063","16032.3120758192","15880.3206074228","14597.5966986082","14613.8609800225","14747.8299724665","14946.8742625383","14652.4152169601","13002.5644312056","14213.3048846058","16257.9258552637","15956.6764816144","",
"East Asia & Pacific (excluding high income)","EAP","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4825.88577281931","4916.41416449991","5053.89531999602","5245.66902756898","5373.17235719368","5343.02520831348","5528.8500724441","5699.70359642207","5822.57077414861","6013.91158972154","6172.17399433477","6172.61824045684","6250.79063234601","6510.98291197595","6802.31741313262","7194.76654709014","7632.11193875158","8016.58250897119","8274.71813063274","8079.67147189935","8581.90504621639","8961.99570282873","9094.36709544192","9247.95207428418","9456.20896006264","9610.08576877225","9971.37910684995","10406.1665711622","10689.2202216764","10891.2938079986","10253.4640595307","10868.2075383524","11444.6912430453","12067.1482902668","12309.8544050415",
"East Asia & Pacific","EAS","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25759.8980333528","25897.8494822871","26389.8902764063","26891.5814138088","28002.1264239841","29359.1476708139","29940.2442560056","30353.5723665852","31022.5106006125","32192.1259985474","33353.0175571605","34744.1829645196","36123.3857010045","36599.9139221394","34416.3098839552","35447.856198952","36384.973861274","36472.9193462237","36551.7852054261","36978.4807206971","37036.0666578334","37322.1639618686","38319.4914776707","39389.1035166077","39994.9291532004","37579.8865833396","40545.5643877937","41358.7010533643","41915.8585155546","",
"Ecuador","ECU","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7821.70397862859","8135.35855589168","8405.30626658382","7603.4873282","7793.0387046266","7793.46538573651","7941.20409359961","8161.64871984005","7927.83611573059","7277.02700282422","7892.28423199638","8085.07136637336","8610.74822097036","8817.32731454149","9144.13705477321","9759.99672504855","10347.8585850008","10648.7702007613","11636.6295473917","11037.1442061929","11509.9264235894","12559.8106508871","13022.7606196478","13750.8700611926","14141.6780958053","13407.5316284611","13191.8178654003","13888.3763476744","13787.7622110858","13558.9954935863","11915.7343798283","13289.0897697124","13879.4036134102","13953.8937802023","13945.6658791476",
"Egypt, Arab Rep.","EGY","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7447.15825168952","7868.07384251819","8313.61845966531","8328.53091893493","8351.55775137767","8553.48666354558","8709.18535510941","8971.24148254482","9045.71711702711","9506.60890524528","10010.3656928382","10329.3823266902","10286.0858990906","10460.9736672975","10784.7042744872","11066.5059900774","11854.7643943594","12381.4364898598","13041.0226243747","12848.0985170569","13075.4371571034","13245.4126178552","13050.6852677051","13131.1641186782","13096.2303375837","13434.4844530897","13708.7094256532","13841.4507251685","14205.9044720432","14527.5427989003","14859.218916978","15124.1534087455","15840.4762473377","15982.4432078509","15804.9782194126",
"Euro area","EMU","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40221.006107534","40894.8660686963","41945.4947647755","43226.4730761542","44477.1438559103","45581.0057625534","46415.4353160883","46665.8467495637","46885.0503048019","47823.1149026299","48346.4686871836","49626.9193904784","50797.9700303876","50267.4257897099","48628.6155043282","49220.009639951","49785.0416939218","49163.2231349359","49162.0418724804","49889.2444147005","50972.3235750633","52186.9915481867","53212.509572538","54105.3725618974","54929.2164716985","51440.6714073832","54604.6414329902","55037.138484017","55684.7586118547","",
"Eritrea","ERI","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30601.2166716466","31525.2111163113","31765.7029050213","31318.9352839552","31411.7240317694","32653.4110186491","33301.5756664777","34444.6771163442","36038.3584399646","37604.521052889","39021.2944126588","40231.8639622627","41231.2043892907","42011.1972819365","42522.278244328","43207.0487595174","44047.3205256515","44632.9103250492","43907.3931681574","42735.2253048693","42457.4249684497","41496.3348542824","40556.2586141243","40325.3986661913","41072.916142609","42975.4432523381","44331.9469074391","45354.572700567","46178.9889426337","46746.6997698406","41708.8291890707","44547.0890684834","45808.6734696214","47068.1645697859","",
"Estonia","EST","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16765.5907969823","17932.4209985625","19561.7995511367","21423.7995624664","23265.0520142963","26185.5902030305","29187.5343163488","31698.6999459908","31210.3489035481","27636.4667230956","27608.2381773008","30159.7045658054","31778.4958944755","33378.9841427371","34866.9372514195","35784.8163399507","37192.4404002281","39101.4803630583","40860.3703540288","42446.4058479731","40308.2354068091","43275.7490229793","42724.7144013717","40549.4142087389","",
"Ethiopia","ETH","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1354.14444125233","1475.95212398458","1604.63433732114","1757.08185878191","1917.08408198198","2044.34214871855","2176.13639258898","2224.61186648463","2341.2839189539","2476.35493078993","2575.0683146198","2633.07198196668","2771.83553598136","2999.69061538126",
"European Union","EUU","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34953.8577580766","35614.7618013636","36481.968939242","37644.9949877716","38750.2194296247","39827.3455273996","40648.8325113763","41064.7784193811","41427.7863362139","42440.7585509396","43156.7289004226","44507.8733642299","45801.83558573","45712.1427611153","44295.6674652013","44926.0183224151","45556.4622851766","45107.9884444343","45230.1960531961","46080.8942158664","47255.1081403879","48467.0803765711","49648.5528630105","50729.6464829498","51799.2385444536","49027.5235837112","52140.0110308341","52687.0894305164","53335.1591154902","",
"Fragile and conflict affected situations","FCS","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38710.485880297","39771.4608085417","42655.5013958669","45161.8444268523","47113.7909379238","49152.6419133797","50682.135198556","51236.6632736564","51087.1256648127","53234.0242740189","53785.9692021527","55342.8966234586","57532.7017116875","57027.3070914863","52828.9073450791","54025.797251805","54178.219817438","52892.8163344074","52372.3112944874","52420.3157497592","52995.3672468636","53926.14764004","55259.819011508","56202.5888875683","56731.9107039573","56180.4234920999","57709.0162742705","57497.2948734668","55731.4370147575","",
"Fiji","FJI","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10063.921475906","","","",
"France","FRA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38889.3828720751","39052.1134722473","39550.1626066746","39350.7482613865","40020.1582752085","40696.8186149917","41235.0076375379","42288.9905281605","43737.5633435148","45307.8852372501","46325.7751370305","46994.3113476113","46996.9898022053","47220.4382524535","48133.6465033272","48667.6169346195","49574.5288942555","50673.7745317712","50601.494242694","49343.211565298","49879.5133560649","50647.2370144985","50221.1081725316","50570.1707988719","50971.4217545068","51739.2414759055","52202.1171286717","52927.838570726","53528.6251013362","54965.9544850856","50445.2512256186","54159.9114896693","54481.013377172","54392.1901766941","",
"Faroe Islands","FRO","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70122.4234310895","","","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4404.95569313693","","","",
"Gabon","GAB","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10299.8751883285","10338.816350643","9076.09925508578","8679.61575912974","8988.25316043772","8754.2773837536","9598.51237543436","9843.7384940654","9178.81468345833","9213.73508903389","10657.0281668055","9783.23348582762","10129.2630641309","9732.7947141056","9691.98755369611","11420.5849083715","10917.1522289681","11004.0414910257","11883.5653559098","9753.16274296505","11286.366563559","13222.8883624874","14124.8808622152","13526.5781032764","13271.6476548282","12199.1597582981","11940.416712257","12449.3208653661","16018.1340259841","16599.9996840267","14341.6909205561","16244.3443500256","19677.3010964934","17948.1058664895","17981.0846193804",
"United Kingdom","GBR","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40002.8352309077","41760.7097954681","42927.9102733101","43939.8068947648","45189.0498054407","46020.8610854903","47122.4279021049","47162.5491028835","47736.2533223637","46721.870275458","44851.24065942","46083.9998606657","46259.0901752801","46151.7687910524","46487.0830450609","47936.7135531097","48843.6116547695","49293.2530481646","50755.5441542271","51064.5309475532","52402.4032575725","46166.1157554499","51309.0834396119","52544.4852964357","51736.1828004141","",
"Georgia","GEO","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11054.9383266288","11769.1080571758","12820.2686669995","13223.0267813066","14172.7196876498","14616.5378024063","14768.8478866731","15733.7258462242","16833.769785531","17533.4452460592","16549.4256570218","17737.2159812259","19505.4432471983","21126.8152492076","24167.4328171923",
"Ghana","GHA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3520.04423218236","3688.28881611998","3899.86445699153","4087.46876703351","4192.66737443265","4761.18179947429","4926.79355638681","5513.06791978803","5274.25096787221","5209.30008244393","5317.15495730824","5476.20695917588","5792.39681355068","6061.75068571742","6297.12687789091","6405.09191582767","6751.25442754192","6394.37752203964","6966.18464853549",
"Gibraltar","GIB","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2375.71016940348","2401.05683358332","2481.84320146535","2284.33205830276","2598.95018765779","2523.20233737419","2701.46699621718","2618.03277997975","2713.02585923166","2741.4487096475","2865.87340067199","3356.27093782451","3434.89610328379","3554.5361096013","3607.23889514629","3587.62955792774","3511.05395219021","3493.42285115719","3797.7783583026",
"Gambia, The","GMB","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2671.78472828321","2534.89810047187","2439.59616531942","2455.4346616538","2554.07603761025","2634.659807258","2712.94092021879","2524.55316485296","2556.07519528122","2511.65620501958","2340.48484952116","2433.56758095999","2473.32562277845","2490.48412837411","2548.06220503089","2780.32751161533","2787.91955652992","2708.31498170682","2788.71679950626","2941.94841293885","2863.96740381559",
"Guinea-Bissau","GNB","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1712.01885530039","1400.64001466059","1618.49018336291","1686.84445933233","1717.36684136548","1847.27206366687","1776.22616394158","1841.73476788067","1800.96746739455","1776.29432922924","1824.83130182551","1944.5351158828","1822.01044252683","1989.28014839967","2080.2055799324","1898.01715811557","1928.81413328967","2014.95789835428","2285.08053598944","2329.95743611335","2465.07782461132","2249.02940046906","2475.12257819028","2472.32960854314","2506.30001169809","2549.16011887939","2630.07511194824","2699.21992517694",
"Equatorial Guinea","GNQ","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15122.268132588","30484.4674051528","33470.2664237816","41436.5205681001","24960.1031620898","22346.0355951175","28793.9804167873","30411.4772353981","27743.643313609","25392.4312695045","19465.5597773991","16017.4952984878","15527.3862024164","15719.4163353196","13158.3329340108","11224.2613933192","12596.6073105421","12809.4961040966","12209.0077413018","11774.1057152303",
"Greece","GRC","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40166.699482169","41232.9585707838","40813.8350281164","39372.6707432397","37092.6189027904","33032.8423907299","31182.9298072633","30540.5617172473","31346.9218667162","31791.3457451055","31938.1864717566","32344.2057492103","32569.7928532193","33391.1069282796","30615.2277485574","33291.8252392217","35368.4921558628","37101.2201278838","",
"Grenada","GRD","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13951.9754775564","","","",
"Greenland","GRL","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6887.51989874973","7265.69234099569","7420.43319107386","7559.98014810471","7772.80276729547","7962.4037520824","7740.4008932474","8056.66725744713","8599.19996584232","8561.46584053699","8708.32101064007","8677.31680688959","8685.55288805659","8637.03760188586","8622.49963226203","8630.70235108976","8817.80834734938","9150.17479560122","9311.94095835727","9429.59892628802","9467.74029820965","9720.97870897392","9854.66387354013","9827.81090046291","10061.2853424243","10446.2334860779","10638.2427161269","10779.5460909197","10905.017624917","11341.7494313893","11143.9215953693","11532.9104644736","11589.0055462354","12192.4496833998","12682.1851933397",
"Guam","GUM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18312.5742917268","","","",
"High income","HIC","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34689.0226485717","34304.0952663512","34818.6529304624","34381.9390900426","34666.3632533722","35653.9797211548","36390.1549679716","37276.1989741699","37900.4987381595","39247.6020389105","40850.3349328415","41219.4017424992","41724.6084075621","42593.4903513467","44121.7840103492","45485.1647970586","46876.4743089211","48147.6968238549","48328.937717946","46016.201025384","47522.7512959321","48673.2769434713","49127.6661778758","49542.4745450953","50203.6988488205","50525.4367484091","50996.3209501375","52310.2611342433","53605.7160043797","54385.6956139246","51766.9798510891","55507.0462729594","56818.9084248009","57407.5090099182","",
